"Area Name-Legal/Statistical Area Description"	"Qualifying Name"	"FIPS"	"Summary Level"	"Geographic Component"	"State (Census)"	"State (FIPS)"	"County"	"County Size Code"	"County Subdivision (FIPS)"	"Census Tract"	"Families"	"Income in 1999 below poverty level"	"Income in 1999 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level"	"Income in 1999 below poverty level: Married Couple Family: No related children under 18 years"	"Income in 1999 below poverty level: Male householder, no wife present"	"Income in 1999 below poverty level: Male householder, no wife present: With related children under 18 years"	"Income in 1999 below poverty level: Male householder, no wife present: No related children under 18 years"	"Income in 1999 below poverty level: Female householder, no husband present"	"Income in 1999 below poverty level: Female householder, no husband present: With related children under 18 years"	"Income in 1999 below poverty level: Female householder, no husband present: No related children under 18 years"	"Income in 1999 at or above poverty level"	"% Income in 1999 below poverty level"	"% Income in 1999 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level"	"% Income in 1999 below poverty level: Married Couple Family: No related children under 18 years"	"% Income in 1999 below poverty level: Male householder, no wife present"	"% Income in 1999 below poverty level: Male householder, no wife present: With related children under 18 years"	"% Income in 1999 below poverty level: Male householder, no wife present: No related children under 18 years"	"% Income in 1999 below poverty level: Female householder, no husband present"	"% Income in 1999 below poverty level: Female householder, no husband present: With related children under 18 years"	"% Income in 1999 below poverty level: Female householder, no husband present: No related children under 18 years"	"% Income in 1999 at or above poverty level"	"Total"	"Total: Same house in 1995"	"Total: Different house in 1995"	"Total: Different house in 1995: In United States in 1995"	"Total: Different house in 1995: In United States in 1995: Same county"	"Total: Different house in 1995: In United States in 1995: Different county"	"Total: Different house in 1995: In United States in 1995: Different county: Same state"	"Total: Different house in 1995: In United States in 1995: Different county: Different state"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: Northeast"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: Midwest"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: South"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: West"	"Total: Different house in 1995: In Puerto Rico in 1995"	"Total: Different house in 1995: In Puerto Rico in 1995: Same municipio"	"Total: Different house in 1995: In Puerto Rico in 1995: Different municipio"	"Total: Different house in 1995: Elsewhere in 1995"	"Total: Different house in 1995: Elsewhere in 1995: U.S. Island Areas"	"Total: Different house in 1995: Elsewhere in 1995: Foreign country or at sea"	"% Total: Same house in 1995"	"% Total: Different house in 1995"	"% Total: Different house in 1995: In United States in 1995"	"% Total: Different house in 1995: In United States in 1995: Same county"	"% Total: Different house in 1995: In United States in 1995: Different county"	"% Total: Different house in 1995: In United States in 1995: Different county: Same state"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: Northeast"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: Midwest"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: South"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: West"	"% Total: Different house in 1995: In Puerto Rico in 1995"	"% Total: Different house in 1995: In Puerto Rico in 1995: Same municipio"	"% Total: Different house in 1995: In Puerto Rico in 1995: Different municipio"	"% Total: Different house in 1995: Elsewhere in 1995"	"% Total: Different house in 1995: Elsewhere in 1995: U.S. Island Areas"	"% Total: Different house in 1995: Elsewhere in 1995: Foreign country or at sea"	"Occupied housing units"	"Occupied housing units: Owner occupied"	"Occupied housing units: Owner occupied: Moved in 1999 to March 2000"	"Occupied housing units: Owner occupied: Moved in 1995 to 1998"	"Occupied housing units: Owner occupied: Moved in 1990 to 1994"	"Occupied housing units: Owner occupied: Moved in 1980 to 1989"	"Occupied housing units: Owner occupied: Moved in 1970 to 1979"	"Occupied housing units: Owner occupied: Moved in 1969 or earlier"	"Occupied housing units: Renter occupied"	"Occupied housing units: Renter occupied: Moved in 1999 to March 2000"	"Occupied housing units: Renter occupied: Moved in 1995 to 1998"	"Occupied housing units: Renter occupied: Moved in 1990 to 1994"	"Occupied housing units: Renter occupied: Moved in 1980 to 1989"	"Occupied housing units: Renter occupied: Moved in 1970 to 1979"	"Occupied housing units: Renter occupied: Moved in 1969 or earlier"	"% Occupied housing units: Owner occupied"	"% Occupied housing units: Owner occupied: Moved in 1999 to March 2000"	"% Occupied housing units: Owner occupied: Moved in 1995 to 1998"	"% Occupied housing units: Owner occupied: Moved in 1990 to 1994"	"% Occupied housing units: Owner occupied: Moved in 1980 to 1989"	"% Occupied housing units: Owner occupied: Moved in 1970 to 1979"	"% Occupied housing units: Owner occupied: Moved in 1969 or earlier"	"% Occupied housing units: Renter occupied"	"% Occupied housing units: Renter occupied: Moved in 1999 to March 2000"	"% Occupied housing units: Renter occupied: Moved in 1995 to 1998"	"% Occupied housing units: Renter occupied: Moved in 1990 to 1994"	"% Occupied housing units: Renter occupied: Moved in 1980 to 1989"	"% Occupied housing units: Renter occupied: Moved in 1970 to 1979"	"% Occupied housing units: Renter occupied: Moved in 1969 or earlier"
"Census Tract 3323"	"Census Tract 3323, Middlesex County, Massachusetts"	"25017332300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"332300"	1931	8	0	0	0	0	0	8	8	0	1923	0.41	0	0	0	0	0	0.41	0.41	0	99.59	6310	4474	1836	1383	982	401	254	147	42	13	61	31	0	0	0	453	0	453	70.9	29.1	21.92	15.56	6.35	4.03	2.33	0.67	0.21	0.97	0.49	0	0	0	7.18	0	7.18	2446	1953	89	278	208	377	388	613	493	188	247	36	22	0	0	79.84	3.64	11.37	8.5	15.41	15.86	25.06	20.16	7.69	10.1	1.47	0.9	0	0
"Census Tract 3324"	"Census Tract 3324, Middlesex County, Massachusetts"	"25017332400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"332400"	751	6	0	6	0	0	0	0	0	0	745	0.8	0	0.8	0	0	0	0	0	0	99.2	2482	1795	687	647	481	166	47	119	37	0	39	43	0	0	0	40	0	40	72.32	27.68	26.07	19.38	6.69	1.89	4.79	1.49	0	1.57	1.73	0	0	0	1.61	0	1.61	994	836	48	180	108	125	203	172	158	69	34	37	5	8	5	84.1	4.83	18.11	10.87	12.58	20.42	17.3	15.9	6.94	3.42	3.72	0.5	0.8	0.5
"Census Tract 3331"	"Census Tract 3331, Middlesex County, Massachusetts"	"25017333100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333100"	2002	32	0	0	0	0	0	32	23	9	1970	1.6	0	0	0	0	0	1.6	1.15	0.45	98.4	6980	4716	2264	2139	1428	711	278	433	203	112	65	53	0	0	0	125	0	125	67.56	32.44	30.64	20.46	10.19	3.98	6.2	2.91	1.6	0.93	0.76	0	0	0	1.79	0	1.79	3061	2215	136	426	363	389	285	616	846	336	330	139	31	10	0	72.36	4.44	13.92	11.86	12.71	9.31	20.12	27.64	10.98	10.78	4.54	1.01	0.33	0
"Census Tract 3332"	"Census Tract 3332, Middlesex County, Massachusetts"	"25017333200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333200"	1286	54	20	34	0	0	0	0	0	0	1232	4.2	1.56	2.64	0	0	0	0	0	0	95.8	4837	3199	1638	1466	1027	439	192	247	144	40	32	31	0	0	0	172	0	172	66.14	33.86	30.31	21.23	9.08	3.97	5.11	2.98	0.83	0.66	0.64	0	0	0	3.56	0	3.56	2103	1293	88	149	138	284	196	438	810	285	266	117	120	0	22	61.48	4.18	7.09	6.56	13.5	9.32	20.83	38.52	13.55	12.65	5.56	5.71	0	1.05
"Census Tract 3333"	"Census Tract 3333, Middlesex County, Massachusetts"	"25017333300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333300"	991	54	0	8	19	19	0	27	27	0	937	5.45	0	0.81	1.92	1.92	0	2.72	2.72	0	94.55	3906	2333	1573	1446	1056	390	197	193	140	18	6	29	0	0	0	127	0	127	59.73	40.27	37.02	27.04	9.98	5.04	4.94	3.58	0.46	0.15	0.74	0	0	0	3.25	0	3.25	1756	791	70	151	127	112	70	261	965	300	407	148	53	8	49	45.05	3.99	8.6	7.23	6.38	3.99	14.86	54.95	17.08	23.18	8.43	3.02	0.46	2.79
"Census Tract 3334"	"Census Tract 3334, Middlesex County, Massachusetts"	"25017333400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333400"	1604	126	27	13	0	0	0	86	86	0	1478	7.86	1.68	0.81	0	0	0	5.36	5.36	0	92.14	5608	3525	2083	1949	1347	602	331	271	128	26	72	45	0	0	0	134	0	134	62.86	37.14	34.75	24.02	10.73	5.9	4.83	2.28	0.46	1.28	0.8	0	0	0	2.39	0	2.39	2237	1439	52	278	191	245	268	405	798	243	293	148	75	0	39	64.33	2.32	12.43	8.54	10.95	11.98	18.1	35.67	10.86	13.1	6.62	3.35	0	1.74
"Census Tract 3335.01"	"Census Tract 3335.01, Middlesex County, Massachusetts"	"25017333501"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333501"	1372	13	0	0	0	0	0	13	13	0	1359	0.95	0	0	0	0	0	0.95	0.95	0	99.05	4847	3395	1452	1418	974	444	125	319	234	11	22	52	13	0	0	21	0	21	70.04	29.96	29.26	20.09	9.16	2.58	6.58	4.83	0.23	0.45	1.07	0.27	0	0	0.43	0	0.43	1950	1446	67	284	247	263	213	372	504	120	186	130	32	15	21	74.15	3.44	14.56	12.67	13.49	10.92	19.08	25.85	6.15	9.54	6.67	1.64	0.77	1.08
"Census Tract 3335.02"	"Census Tract 3335.02, Middlesex County, Massachusetts"	"25017333502"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333502"	809	104	43	7	22	7	15	32	24	8	705	12.86	5.32	0.87	2.72	0.87	1.85	3.96	2.97	0.99	87.14	3129	1750	1379	1162	814	348	147	201	112	6	50	33	0	0	0	217	0	217	55.93	44.07	37.14	26.01	11.12	4.7	6.42	3.58	0.19	1.6	1.05	0	0	0	6.94	0	6.94	1342	654	27	123	68	134	106	196	688	228	239	77	121	0	23	48.73	2.01	9.17	5.07	9.99	7.9	14.61	51.27	16.99	17.81	5.74	9.02	0	1.71
"Census Tract 3336"	"Census Tract 3336, Middlesex County, Massachusetts"	"25017333600"	"140"	"00"	"14"	"25"	"017"	"21"	""	"333600"	1631	57	15	6	0	0	0	36	36	0	1574	3.49	0.92	0.37	0	0	0	2.21	2.21	0	96.51	5930	3269	2661	2318	1503	815	457	358	109	58	92	99	0	0	0	343	0	343	55.13	44.87	39.09	25.35	13.74	7.71	6.04	1.84	0.98	1.55	1.67	0	0	0	5.78	0	5.78	2548	1337	48	270	144	220	272	383	1211	369	611	126	74	23	8	52.47	1.88	10.6	5.65	8.63	10.68	15.03	47.53	14.48	23.98	4.95	2.9	0.9	0.31
"Census Tract 3341"	"Census Tract 3341, Middlesex County, Massachusetts"	"25017334100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"334100"	1512	27	6	0	0	0	0	21	21	0	1485	1.79	0.4	0	0	0	0	1.39	1.39	0	98.21	4962	3780	1182	1176	723	453	304	149	122	0	15	12	0	0	0	6	0	6	76.18	23.82	23.7	14.57	9.13	6.13	3	2.46	0	0.3	0.24	0	0	0	0.12	0	0.12	1831	1667	94	258	280	357	310	368	164	66	29	12	28	18	11	91.04	5.13	14.09	15.29	19.5	16.93	20.1	8.96	3.6	1.58	0.66	1.53	0.98	0.6
"Census Tract 3342"	"Census Tract 3342, Middlesex County, Massachusetts"	"25017334200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"334200"	1071	31	7	12	0	0	0	12	12	0	1040	2.89	0.65	1.12	0	0	0	1.12	1.12	0	97.11	3752	2561	1191	1148	787	361	160	201	81	13	64	43	0	0	0	43	0	43	68.26	31.74	30.6	20.98	9.62	4.26	5.36	2.16	0.35	1.71	1.15	0	0	0	1.15	0	1.15	1620	1154	64	209	190	235	186	270	466	129	194	96	14	20	13	71.23	3.95	12.9	11.73	14.51	11.48	16.67	28.77	7.96	11.98	5.93	0.86	1.23	0.8
"Census Tract 3343"	"Census Tract 3343, Middlesex County, Massachusetts"	"25017334300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"334300"	2129	19	12	0	0	0	0	7	7	0	2110	0.89	0.56	0	0	0	0	0.33	0.33	0	99.11	7100	4832	2268	2164	1650	514	284	230	101	8	97	24	0	0	0	104	0	104	68.06	31.94	30.48	23.24	7.24	4	3.24	1.42	0.11	1.37	0.34	0	0	0	1.46	0	1.46	2527	2306	123	514	426	473	335	435	221	21	73	34	71	0	22	91.25	4.87	20.34	16.86	18.72	13.26	17.21	8.75	0.83	2.89	1.35	2.81	0	0.87
"Census Tract 3344"	"Census Tract 3344, Middlesex County, Massachusetts"	"25017334400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"334400"	1767	36	22	6	0	0	0	8	8	0	1731	2.04	1.25	0.34	0	0	0	0.45	0.45	0	97.96	6105	3674	2431	2354	1615	739	446	293	227	8	14	44	0	0	0	77	0	77	60.18	39.82	38.56	26.45	12.1	7.31	4.8	3.72	0.13	0.23	0.72	0	0	0	1.26	0	1.26	2710	2034	173	503	336	493	180	349	676	190	340	55	51	17	23	75.06	6.38	18.56	12.4	18.19	6.64	12.88	24.94	7.01	12.55	2.03	1.88	0.63	0.85
"Census Tract 3351"	"Census Tract 3351, Middlesex County, Massachusetts"	"25017335100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"335100"	1581	21	0	0	0	0	0	21	21	0	1560	1.33	0	0	0	0	0	1.33	1.33	0	98.67	5637	3823	1814	1752	991	761	501	260	98	67	57	38	0	0	0	62	0	62	67.82	32.18	31.08	17.58	13.5	8.89	4.61	1.74	1.19	1.01	0.67	0	0	0	1.1	0	1.1	2468	1594	103	249	169	406	221	446	874	261	351	96	126	20	20	64.59	4.17	10.09	6.85	16.45	8.95	18.07	35.41	10.58	14.22	3.89	5.11	0.81	0.81
"Census Tract 3352"	"Census Tract 3352, Middlesex County, Massachusetts"	"25017335200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"335200"	1570	19	0	0	0	0	0	19	10	9	1551	1.21	0	0	0	0	0	1.21	0.64	0.57	98.79	5313	3645	1668	1603	1141	462	245	217	105	16	42	54	0	0	0	65	0	65	68.61	31.39	30.17	21.48	8.7	4.61	4.08	1.98	0.3	0.79	1.02	0	0	0	1.22	0	1.22	2167	1673	126	326	184	366	227	444	494	149	146	108	51	32	8	77.2	5.81	15.04	8.49	16.89	10.48	20.49	22.8	6.88	6.74	4.98	2.35	1.48	0.37
"Census Tract 3353"	"Census Tract 3353, Middlesex County, Massachusetts"	"25017335300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"335300"	2155	30	0	9	0	0	0	21	21	0	2125	1.39	0	0.42	0	0	0	0.97	0.97	0	98.61	7669	4880	2789	2657	1945	712	518	194	114	0	34	46	0	0	0	132	0	132	63.63	36.37	34.65	25.36	9.28	6.75	2.53	1.49	0	0.44	0.6	0	0	0	1.72	0	1.72	3322	2226	194	530	305	483	311	403	1096	239	336	256	146	68	51	67.01	5.84	15.95	9.18	14.54	9.36	12.13	32.99	7.19	10.11	7.71	4.39	2.05	1.54
"Census Tract 3354"	"Census Tract 3354, Middlesex County, Massachusetts"	"25017335400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"335400"	1337	43	6	17	20	14	6	0	0	0	1294	3.22	0.45	1.27	1.5	1.05	0.45	0	0	0	96.78	4657	3336	1321	1292	923	369	225	144	84	8	36	16	0	0	0	29	0	29	71.63	28.37	27.74	19.82	7.92	4.83	3.09	1.8	0.17	0.77	0.34	0	0	0	0.62	0	0.62	1790	1527	99	290	194	314	237	393	263	49	77	85	32	20	0	85.31	5.53	16.2	10.84	17.54	13.24	21.96	14.69	2.74	4.3	4.75	1.79	1.12	0
"Census Tract 3361"	"Census Tract 3361, Middlesex County, Massachusetts"	"25017336100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"336100"	1469	25	9	0	10	10	0	6	6	0	1444	1.7	0.61	0	0.68	0.68	0	0.41	0.41	0	98.3	5382	3414	1968	1890	1220	670	330	340	136	103	44	57	0	0	0	78	0	78	63.43	36.57	35.12	22.67	12.45	6.13	6.32	2.53	1.91	0.82	1.06	0	0	0	1.45	0	1.45	2459	1582	171	325	181	256	248	401	877	194	394	134	114	33	8	64.34	6.95	13.22	7.36	10.41	10.09	16.31	35.66	7.89	16.02	5.45	4.64	1.34	0.33
"Census Tract 3362"	"Census Tract 3362, Middlesex County, Massachusetts"	"25017336200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"336200"	1714	20	11	0	0	0	0	9	9	0	1694	1.17	0.64	0	0	0	0	0.53	0.53	0	98.83	5811	4242	1569	1552	988	564	346	218	144	0	54	20	8	0	0	9	0	9	73	27	26.71	17	9.71	5.95	3.75	2.48	0	0.93	0.34	0.14	0	0	0.15	0	0.15	2241	1908	111	376	237	408	434	342	333	75	78	70	40	39	31	85.14	4.95	16.78	10.58	18.21	19.37	15.26	14.86	3.35	3.48	3.12	1.78	1.74	1.38
"Census Tract 3363"	"Census Tract 3363, Middlesex County, Massachusetts"	"25017336300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"336300"	1895	35	19	9	0	0	0	7	7	0	1860	1.85	1	0.47	0	0	0	0.37	0.37	0	98.15	6300	4506	1794	1764	1058	706	461	245	116	0	31	98	0	0	0	30	0	30	71.52	28.48	28	16.79	11.21	7.32	3.89	1.84	0	0.49	1.56	0	0	0	0.48	0	0.48	2528	2061	140	457	234	318	298	614	467	116	149	111	54	15	22	81.53	5.54	18.08	9.26	12.58	11.79	24.29	18.47	4.59	5.89	4.39	2.14	0.59	0.87
"Census Tract 3364.01"	"Census Tract 3364.01, Middlesex County, Massachusetts"	"25017336401"	"140"	"00"	"14"	"25"	"017"	"21"	""	"336401"	935	23	0	10	0	0	0	13	13	0	912	2.46	0	1.07	0	0	0	1.39	1.39	0	97.54	3498	1919	1579	1468	1068	400	194	206	87	82	13	24	0	0	0	111	0	111	54.86	45.14	41.97	30.53	11.44	5.55	5.89	2.49	2.34	0.37	0.69	0	0	0	3.17	0	3.17	1723	843	56	227	101	180	109	170	880	221	370	104	96	73	16	48.93	3.25	13.17	5.86	10.45	6.33	9.87	51.07	12.83	21.47	6.04	5.57	4.24	0.93
"Census Tract 3364.02"	"Census Tract 3364.02, Middlesex County, Massachusetts"	"25017336402"	"140"	"00"	"14"	"25"	"017"	"21"	""	"336402"	1088	10	0	10	0	0	0	0	0	0	1078	0.92	0	0.92	0	0	0	0	0	0	99.08	4317	2806	1511	1474	837	637	370	267	143	45	33	46	0	0	0	37	0	37	65	35	34.14	19.39	14.76	8.57	6.18	3.31	1.04	0.76	1.07	0	0	0	0.86	0	0.86	2031	971	42	188	213	171	136	221	1060	235	425	184	173	25	18	47.81	2.07	9.26	10.49	8.42	6.7	10.88	52.19	11.57	20.93	9.06	8.52	1.23	0.89
"Census Tract 3371.01"	"Census Tract 3371.01, Middlesex County, Massachusetts"	"25017337101"	"140"	"00"	"14"	"25"	"017"	"21"	""	"337101"	838	27	8	0	11	11	0	8	8	0	811	3.22	0.95	0	1.31	1.31	0	0.95	0.95	0	96.78	3044	2169	875	846	610	236	122	114	60	16	38	0	0	0	0	29	0	29	71.25	28.75	27.79	20.04	7.75	4.01	3.75	1.97	0.53	1.25	0	0	0	0	0.95	0	0.95	1246	851	52	86	69	235	120	289	395	101	146	61	27	44	16	68.3	4.17	6.9	5.54	18.86	9.63	23.19	31.7	8.11	11.72	4.9	2.17	3.53	1.28
"Census Tract 3371.02"	"Census Tract 3371.02, Middlesex County, Massachusetts"	"25017337102"	"140"	"00"	"14"	"25"	"017"	"21"	""	"337102"	1428	45	0	17	10	10	0	18	18	0	1383	3.15	0	1.19	0.7	0.7	0	1.26	1.26	0	96.85	4964	3379	1585	1509	1120	389	288	101	44	8	49	0	0	0	0	76	0	76	68.07	31.93	30.4	22.56	7.84	5.8	2.03	0.89	0.16	0.99	0	0	0	0	1.53	0	1.53	1986	1701	156	369	298	334	261	283	285	94	133	25	9	8	16	85.65	7.85	18.58	15.01	16.82	13.14	14.25	14.35	4.73	6.7	1.26	0.45	0.4	0.81
"Census Tract 3372.01"	"Census Tract 3372.01, Middlesex County, Massachusetts"	"25017337201"	"140"	"00"	"14"	"25"	"017"	"21"	""	"337201"	845	5	5	0	0	0	0	0	0	0	840	0.59	0.59	0	0	0	0	0	0	0	99.41	3226	2019	1207	1180	867	313	156	157	75	22	21	39	0	0	0	27	0	27	62.59	37.41	36.58	26.88	9.7	4.84	4.87	2.32	0.68	0.65	1.21	0	0	0	0.84	0	0.84	1517	923	49	267	156	158	119	174	594	137	244	84	56	49	24	60.84	3.23	17.6	10.28	10.42	7.84	11.47	39.16	9.03	16.08	5.54	3.69	3.23	1.58
"Census Tract 3372.02"	"Census Tract 3372.02, Middlesex County, Massachusetts"	"25017337202"	"140"	"00"	"14"	"25"	"017"	"21"	""	"337202"	1372	61	9	17	0	0	0	35	23	12	1311	4.45	0.66	1.24	0	0	0	2.55	1.68	0.87	95.55	4663	3228	1435	1403	1032	371	273	98	52	10	19	17	0	0	0	32	0	32	69.23	30.77	30.09	22.13	7.96	5.85	2.1	1.12	0.21	0.41	0.36	0	0	0	0.69	0	0.69	2089	1445	54	377	191	252	192	379	644	95	206	144	142	26	31	69.17	2.58	18.05	9.14	12.06	9.19	18.14	30.83	4.55	9.86	6.89	6.8	1.24	1.48
"Census Tract 3373"	"Census Tract 3373, Middlesex County, Massachusetts"	"25017337300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"337300"	1397	37	22	0	10	10	0	5	0	5	1360	2.65	1.57	0	0.72	0.72	0	0.36	0	0.36	97.35	5030	3131	1899	1806	1221	585	322	263	173	11	67	12	0	0	0	93	0	93	62.25	37.75	35.9	24.27	11.63	6.4	5.23	3.44	0.22	1.33	0.24	0	0	0	1.85	0	1.85	2212	1267	102	269	227	164	177	328	945	310	388	84	88	43	32	57.28	4.61	12.16	10.26	7.41	8	14.83	42.72	14.01	17.54	3.8	3.98	1.94	1.45
"Census Tract 3381"	"Census Tract 3381, Middlesex County, Massachusetts"	"25017338100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"338100"	821	6	6	0	0	0	0	0	0	0	815	0.73	0.73	0	0	0	0	0	0	0	99.27	2565	1715	850	828	466	362	188	174	68	22	22	62	0	0	0	22	0	22	66.86	33.14	32.28	18.17	14.11	7.33	6.78	2.65	0.86	0.86	2.42	0	0	0	0.86	0	0.86	1043	872	101	151	119	126	120	255	171	51	92	7	14	0	7	83.6	9.68	14.48	11.41	12.08	11.51	24.45	16.4	4.89	8.82	0.67	1.34	0	0.67
"Census Tract 3382"	"Census Tract 3382, Middlesex County, Massachusetts"	"25017338200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"338200"	904	13	0	0	0	0	0	13	13	0	891	1.44	0	0	0	0	0	1.44	1.44	0	98.56	3634	1778	1856	1471	997	474	204	270	147	54	43	26	0	0	0	385	0	385	48.93	51.07	40.48	27.44	13.04	5.61	7.43	4.05	1.49	1.18	0.72	0	0	0	10.59	0	10.59	1461	863	83	216	140	113	119	192	598	204	238	66	44	30	16	59.07	5.68	14.78	9.58	7.73	8.15	13.14	40.93	13.96	16.29	4.52	3.01	2.05	1.1
"Census Tract 3383"	"Census Tract 3383, Middlesex County, Massachusetts"	"25017338300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"338300"	831	8	0	0	0	0	0	8	8	0	823	0.96	0	0	0	0	0	0.96	0.96	0	99.04	2868	1744	1124	1109	714	395	126	269	95	31	122	21	0	0	0	15	0	15	60.81	39.19	38.67	24.9	13.77	4.39	9.38	3.31	1.08	4.25	0.73	0	0	0	0.52	0	0.52	1272	897	66	220	153	215	90	153	375	106	166	75	15	0	13	70.52	5.19	17.3	12.03	16.9	7.08	12.03	29.48	8.33	13.05	5.9	1.18	0	1.02
"Census Tract 3384"	"Census Tract 3384, Middlesex County, Massachusetts"	"25017338400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"338400"	1710	13	13	0	0	0	0	0	0	0	1697	0.76	0.76	0	0	0	0	0	0	0	99.24	5295	3616	1679	1611	1237	374	150	224	42	25	47	110	21	0	0	47	0	47	68.29	31.71	30.42	23.36	7.06	2.83	4.23	0.79	0.47	0.89	2.08	0.4	0	0	0.89	0	0.89	1969	1913	126	418	317	360	329	363	56	12	23	0	11	10	0	97.16	6.4	21.23	16.1	18.28	16.71	18.44	2.84	0.61	1.17	0	0.56	0.51	0
"Census Tract 3385"	"Census Tract 3385, Middlesex County, Massachusetts"	"25017338500"	"140"	"00"	"14"	"25"	"017"	"21"	""	"338500"	1565	38	25	5	0	0	0	8	8	0	1527	2.43	1.6	0.32	0	0	0	0.51	0.51	0	97.57	4950	3126	1824	1800	1104	696	335	361	149	38	106	68	0	0	0	24	0	24	63.15	36.85	36.36	22.3	14.06	6.77	7.29	3.01	0.77	2.14	1.37	0	0	0	0.48	0	0.48	1970	1660	147	333	272	295	302	311	310	62	140	38	44	14	12	84.26	7.46	16.9	13.81	14.97	15.33	15.79	15.74	3.15	7.11	1.93	2.23	0.71	0.61
"Census Tract 3391"	"Census Tract 3391, Middlesex County, Massachusetts"	"25017339100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"339100"	1636	41	0	34	0	0	0	7	0	7	1595	2.51	0	2.08	0	0	0	0.43	0	0.43	97.49	6496	4193	2303	2229	1508	721	343	378	232	32	84	30	0	0	0	74	0	74	64.55	35.45	34.31	23.21	11.1	5.28	5.82	3.57	0.49	1.29	0.46	0	0	0	1.14	0	1.14	3033	1924	172	378	247	421	260	446	1109	234	394	203	158	49	71	63.44	5.67	12.46	8.14	13.88	8.57	14.7	36.56	7.72	12.99	6.69	5.21	1.62	2.34
"Census Tract 3392"	"Census Tract 3392, Middlesex County, Massachusetts"	"25017339200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"339200"	1569	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	100	5588	3721	1867	1672	1023	649	335	314	236	9	48	21	0	0	0	195	0	195	66.59	33.41	29.92	18.31	11.61	5.99	5.62	4.22	0.16	0.86	0.38	0	0	0	3.49	0	3.49	2196	1800	93	350	180	383	354	440	396	161	102	34	55	28	16	81.97	4.23	15.94	8.2	17.44	16.12	20.04	18.03	7.33	4.64	1.55	2.5	1.28	0.73
"Census Tract 3393"	"Census Tract 3393, Middlesex County, Massachusetts"	"25017339300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"339300"	686	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	100	2852	1760	1092	995	607	388	209	179	62	56	35	26	0	0	0	97	0	97	61.71	38.29	34.89	21.28	13.6	7.33	6.28	2.17	1.96	1.23	0.91	0	0	0	3.4	0	3.4	1248	682	48	96	106	152	113	167	566	118	269	74	70	26	9	54.65	3.85	7.69	8.49	12.18	9.05	13.38	45.35	9.46	21.55	5.93	5.61	2.08	0.72
"Census Tract 3394"	"Census Tract 3394, Middlesex County, Massachusetts"	"25017339400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"339400"	763	22	4	10	0	0	0	8	8	0	741	2.88	0.52	1.31	0	0	0	1.05	1.05	0	97.12	3351	1834	1517	1275	622	653	234	419	276	17	60	66	0	0	0	242	0	242	54.73	45.27	38.05	18.56	19.49	6.98	12.5	8.24	0.51	1.79	1.97	0	0	0	7.22	0	7.22	1500	620	36	106	80	114	67	217	880	219	296	181	91	21	72	41.33	2.4	7.07	5.33	7.6	4.47	14.47	58.67	14.6	19.73	12.07	6.07	1.4	4.8
