Statefp10,Countyfp10,Tractce10,Geoid10,Name10,Namelsad10,Mtfcc10,Aland10,Awater10,Intptlat10,Intptlon10,Area sqft,Area acres,Pop100,Hu100,Logpl94171,Logsf1,Logacs0610,Logsf1c,Shape area,Shape len
25,025,051200,25025051200,512,Census Tract 512,G5020,412098.00000000,496108.00000000,+42.3642605,-071.0365915,4435460.51000000,101.82420000,2379,1160,0175060,148050,0003900,0148050,4.12069404226e+005,6.75572986812e+003,
25,025,050700,25025050700,507,Census Tract 507,G5020,271727.00000000,0.00000000,+42.3753575,-071.0332714,2924637.13000000,67.14040000,4504,1606,0175043,148033,0003896,0148033,2.71708761561e+005,2.60124753405e+003,
25,025,050600,25025050600,506,Census Tract 506,G5020,169229.00000000,0.00000000,+42.3718877,-071.0372695,1821435.10000000,41.81440000,2063,806,0175040,148030,0003895,0148030,1.69217533687e+005,1.92755002989e+003,
25,025,050500,25025050500,505,Census Tract 505,G5020,114773.00000000,0.00000000,+42.3697766,-071.0339104,1235330.00000000,28.35930000,1857,702,0175038,148028,0003894,0148028,1.14766370315e+005,1.37485276249e+003,
25,025,050400,25025050400,504,Census Tract 504,G5020,131979.00000000,0.00000000,+42.3682184,-071.0379018,1420513.59000000,32.61050000,2372,1035,0175035,148025,0003893,0148025,1.31970560152e+005,1.70117180745e+003,
25,025,050300,25025050300,503,Census Tract 503,G5020,355328.00000000,364097.00000000,+42.3722392,-071.0434118,3824484.97000000,87.79810000,2251,1041,0175032,148022,0003892,0148022,3.55307717243e+005,6.43169250967e+003,
25,025,050200,25025050200,502,Census Tract 502,G5020,243272.00000000,0.00000000,+42.3775778,-071.0357577,2618361.16000000,60.10930000,5231,1834,0175027,148017,0003891,0148017,2.43254686813e+005,2.95124739026e+003,
25,025,040300,25025040300,403,Census Tract 403,G5020,280098.00000000,0.00000000,+42.3787347,-071.0633841,3014756.67000000,69.20930000,3882,2037,0175007,147997,0003886,0147997,2.80081182392e+005,2.99472352186e+003,
25,025,040200,25025040200,402,Census Tract 402,G5020,143569.00000000,0.00000000,+42.3768529,-071.0567931,1545294.90000000,35.47510000,1606,727,0175004,147994,0003885,0147994,1.43563173344e+005,2.20157581646e+003,
25,025,030500,25025030500,305,Census Tract 305,G5020,190734.00000000,292691.00000000,+42.3675368,-071.0519594,2052881.84000000,47.12770000,2538,1656,0174997,147987,0003883,0147987,1.90719729193e+005,4.15794722676e+003,
25,009,204702,25009204702,2047.02,Census Tract 2047.02,G5020,2433341.00000000,4566.00000000,+42.5131059,-070.9186904,26240252.19000000,602.39330000,5666,2352,0056590,53134,0002983,0053134,2.43780896493e+006,7.26055513241e+003,
25,013,813701,25013813701,8137.01,Census Tract 8137.01,G5020,43906660.00000000,1141285.00000000,+42.0813784,-072.2937838,484857816.56000000,11130.80390000,3462,1410,0082542,70715,0003247,0070715,4.50449451325e+007,3.37036567124e+004,
25,013,813702,25013813702,8137.02,Census Tract 8137.02,G5020,70406434.00000000,545894.00000000,+42.0879681,-072.3431695,763670064.21000004,17531.45230000,5098,2028,0082545,70718,0003248,0070718,7.09475543771e+007,3.87239398431e+004,
25,013,813801,25013813801,8138.01,Census Tract 8138.01,G5020,72578471.00000000,2592554.00000000,+42.0665884,-072.2046329,809078461.38000000,18573.88570000,4319,2247,0082551,70724,0003249,0070724,7.51661493160e+007,3.58459752239e+004,
25,013,813802,25013813802,8138.02,Census Tract 8138.02,G5020,89982811.00000000,1420260.00000000,+42.1294768,-072.2053022,983782565.38999999,22584.54010000,3609,1598,0082555,70728,0003250,0070728,9.13967567178e+007,4.23948135180e+004,
25,013,801902,25013801902,8019.02,Census Tract 8019.02,G5020,863131.00000000,0.00000000,+42.1025279,-072.5759436,9289995.15000000,213.26890000,3614,1755,0082231,70404,0003176,0070404,8.63072233504e+005,4.30995726388e+003,
25,015,820102,25015820102,8201.02,Census Tract 8201.02,G5020,7163300.00000000,114742.00000000,+42.2530048,-072.2274002,78334338.88000000,1798.30900000,3683,1863,0096212,75421,0003252,0075421,7.27752725015e+006,1.69699078796e+004,
25,015,821100,25015821100,8211,Census Tract 8211,G5020,7386372.00000000,263613.00000000,+42.2290052,-072.5940100,82337587.49000000,1890.21090000,6939,3263,0096265,75474,0003265,0075474,7.64944277995e+006,1.36741140279e+004,
25,015,821000,25015821000,8210,Census Tract 8210,G5020,8500485.00000000,94671.00000000,+42.2315905,-072.5627810,92510565.68000001,2123.75040000,4251,1908,0096260,75469,0003264,0075469,8.59454711465e+006,1.27736518171e+004,
25,025,081900,25025081900,819,Census Tract 819,G5020,433385.00000000,0.00000000,+42.3154742,-071.0896520,4664571.96000000,107.08380000,3115,1397,0175209,148199,0003938,0148199,4.33354657475e+005,3.55977601893e+003,
25,025,081800,25025081800,818,Census Tract 818,G5020,373920.00000000,0.00000000,+42.3203184,-071.0800303,4024571.84000000,92.39150000,2898,1388,0175205,148195,0003937,0148195,3.73896478013e+005,3.09558298346e+003,
25,025,081700,25025081700,817,Census Tract 817,G5020,633564.00000000,0.00000000,+42.3226962,-071.0860340,6819156.25000000,156.54630000,3820,1599,0175199,148189,0003936,0148189,6.33522880340e+005,3.53808764327e+003,
25,025,081500,25025081500,815,Census Tract 815,G5020,336293.00000000,0.00000000,+42.3207186,-071.0929141,3619583.13000000,83.09420000,2134,905,0175196,148186,0003935,0148186,3.36271612557e+005,3.56520571439e+003,
25,025,081400,25025081400,814,Census Tract 814,G5020,620481.00000000,0.00000000,+42.3277602,-071.0937549,6678367.07000000,153.31420000,3003,1462,0175192,148182,0003934,0148182,6.20443078839e+005,4.55994357575e+003,
25,025,081300,25025081300,813,Census Tract 813,G5020,580338.00000000,0.00000000,+42.3193270,-071.0976901,6246271.61000000,143.39470000,4760,2111,0175188,148178,0003933,0148178,5.80299947010e+005,4.10243375926e+003,
25,009,202101,25009202101,2021.01,Census Tract 2021.01,G5020,1454942.00000000,7226.00000000,+42.4758943,-070.9085318,15737799.93000000,361.29020000,2063,846,0056512,53056,0002968,0053056,1.46209526573e+006,7.10675215038e+003,
25,009,215101,25009215101,2151.01,Census Tract 2151.01,G5020,20909207.00000000,1026997.00000000,+42.6183393,-070.8359146,236114329.65000001,5420.43920000,4896,1697,0056803,53347,0003030,0053347,2.19358267663e+007,2.28421352795e+004,
25,009,204701,25009204701,2047.01,Census Tract 2047.01,G5020,7253762.00000000,168531.00000000,+42.5004225,-070.9233663,79889122.74000000,1834.00190000,5782,2664,0056586,53130,0002982,0053130,7.42197207053e+006,1.48565753679e+004,
25,009,204500,25009204500,2045,Census Tract 2045,G5020,974938.00000000,527744.00000000,+42.5302768,-070.8911278,10498059.81000000,241.00230000,3132,1791,0056576,53120,0002980,0053120,9.75305570016e+005,7.61952262366e+003,
25,009,204300,25009204300,2043,Census Tract 2043,G5020,565854.00000000,656719.00000000,+42.5167766,-070.8869311,6165419.71000000,141.53860000,3904,1798,0056567,53111,0002978,0053111,5.72788507887e+005,5.73854802726e+003,
25,009,204102,25009204102,2041.02,Census Tract 2041.02,G5020,2605638.00000000,119615.00000000,+42.4941397,-070.9007343,29332941.36000000,673.39170000,4935,1984,0056558,53102,0002976,0053102,2.72513031426e+006,7.64259272871e+003,
25,009,217300,25009217300,2173,Census Tract 2173,G5020,2423811.00000000,94025.00000000,+42.5633966,-070.8848884,26769830.38000000,614.55070000,4504,1998,0056829,53373,0003036,0053373,2.48700855722e+006,8.68509660741e+003,
25,013,800101,25013800101,8001.01,Census Tract 8001.01,G5020,2723755.00000000,214573.00000000,+42.1502189,-072.5034710,31625503.56000000,726.02170000,4052,1633,0082118,70291,0003148,0070291,2.93811720748e+006,9.33020322079e+003,
25,013,800102,25013800102,8001.02,Census Tract 8001.02,G5020,1470388.00000000,153590.00000000,+42.1556209,-072.4999908,17479065.61000000,401.26410000,4119,1803,0082122,70295,0003149,0070295,1.62386480200e+006,8.10071881700e+003,
25,013,810403,25013810403,8104.03,Census Tract 8104.03,G5020,2536772.00000000,256104.00000000,+42.1595722,-072.4853055,30060088.37000000,690.08470000,3931,1889,0082288,70461,0003188,0070461,2.79268476697e+006,1.15939839138e+004,
25,013,813602,25013813602,8136.02,Census Tract 8136.02,G5020,30899696.00000000,76517.00000000,+42.1123932,-072.4300886,333401114.17000002,7653.83640000,6073,2289,0082538,70711,0003246,0070711,3.09741009918e+007,2.85477464607e+004,
25,015,822500,25015822500,8225,Census Tract 8225,G5020,72913678.00000000,2077741.00000000,+42.2269485,-072.7415876,807140742.54999995,18529.40180000,5792,2337,0096328,75537,0003281,0075537,7.49861285838e+007,4.29620805947e+004,
25,015,822200,25015822200,8222,Census Tract 8222,G5020,34273433.00000000,2690217.00000000,+42.3091455,-072.6677609,397844827.63000000,9133.26050000,6114,2520,0096309,75518,0003277,0075518,3.69611418265e+007,4.48751022384e+004,
25,015,822000,25015822000,8220,Census Tract 8220,G5020,440854.00000000,63208.00000000,+42.3184204,-072.6390676,5425275.95000000,124.54720000,1962,165,0096307,75516,0003276,0075516,5.04026645356e+005,4.34833132940e+003,
25,015,821901,25015821901,8219.01,Census Tract 8219.01,G5020,1543074.00000000,9886.00000000,+42.3231141,-072.6433701,16714768.01000000,383.71830000,3291,1508,0096297,75506,0003273,0075506,1.55285895418e+006,6.75778745955e+003,
25,009,221901,25009221901,2219.01,Census Tract 2219.01,G5020,17101515.00000000,1749394.00000000,+42.6013185,-070.7030687,189079220.16000000,4340.66160000,3419,1587,0056893,53437,0003050,0053437,1.75661045973e+007,2.07379545899e+004,
25,009,211401,25009211401,2114.01,Census Tract 2114.01,G5020,7858151.00000000,64919.00000000,+42.5771863,-070.9817163,85280522.54000001,1957.77140000,3560,1496,0056780,53324,0003025,0053324,7.92285150844e+006,1.40472991032e+004,
25,009,211402,25009211402,2114.02,Census Tract 2114.02,G5020,10493537.00000000,1181655.00000000,+42.5776492,-070.9566523,125666825.34000000,2884.91330000,6072,2568,0056782,53326,0003026,0053326,1.16748767745e+007,2.09848869566e+004,
25,009,203301,25009203301,2033.01,Census Tract 2033.01,G5020,1832143.00000000,1038513.00000000,+42.5069702,-070.8642364,19729970.54000000,452.93780000,4010,2034,0056544,53088,0002973,0053088,1.83298155292e+006,6.88142924128e+003,
25,009,202102,25009202102,2021.02,Census Tract 2021.02,G5020,2920463.00000000,24049.00000000,+42.4814627,-070.9195796,31692837.52000000,727.56740000,5836,2630,0056516,53060,0002969,0053060,2.94437277309e+006,8.21929748258e+003,
25,009,217202,25009217202,2172.02,Census Tract 2172.02,G5020,1697113.00000000,520703.00000000,+42.5496229,-070.8984776,18267065.38000000,419.35410000,3491,1455,0056824,53368,0003035,0053368,1.69707271619e+006,9.50981792224e+003,
25,009,217100,25009217100,2171,Census Tract 2171,G5020,11273922.00000000,700191.00000000,+42.5797571,-070.8822148,128884330.09999999,2958.77710000,7291,2994,0056816,53360,0003033,0053360,1.19737940209e+007,1.80514657750e+004,
25,009,204400,25009204400,2044,Census Tract 2044,G5020,1903777.00000000,11441130.00000000,+42.5251979,-070.8128780,20592539.02000000,472.73960000,3301,1815,0056571,53115,0002979,0053115,1.91311711936e+006,1.46308849603e+004,
25,013,813601,25013813601,8136.01,Census Tract 8136.01,G5020,26505001.00000000,504730.00000000,+42.1405132,-072.4430077,290708883.31999999,6673.75770000,8146,3208,0082531,70704,0003245,0070704,2.70078469264e+007,3.05600618848e+004,
25,013,812401,25013812401,8124.01,Census Tract 8124.01,G5020,20040350.00000000,455203.00000000,+42.1345221,-072.6696782,220596119.65000001,5064.19010000,6210,2557,0082419,70592,0003218,0070592,2.04941321168e+007,2.91123208379e+004,
25,015,821700,25015821700,8217,Census Tract 8217,G5020,31268270.00000000,303652.00000000,+42.3283144,-072.7039227,339814011.88999999,7801.05630000,3725,1563,0096293,75502,0003272,0075502,3.15698810456e+007,2.26195389372e+004,
25,015,821602,25015821602,8216.02,Census Tract 8216.02,G5020,4088662.00000000,29876.00000000,+42.3317459,-072.6616768,44328480.06000000,1017.64190000,3844,1831,0096289,75498,0003271,0075498,4.11826704004e+006,9.93813667282e+003,
25,015,821601,25015821601,8216.01,Census Tract 8216.01,G5020,12908183.00000000,736817.00000000,+42.3537966,-072.6497288,146863547.59999999,3371.52310000,3424,1745,0096286,75495,0003270,0075495,1.36441245677e+007,1.88403076549e+004,
25,009,215102,25009215102,2151.02,Census Tract 2151.02,G5020,15828397.00000000,861112.00000000,+42.6332661,-070.8812824,179641290.43000001,4123.99660000,2868,1183,0056807,53351,0003031,0053351,1.66892888684e+007,2.19484953643e+004,
25,009,260100,25009260100,2601,Census Tract 2601,G5020,887257.00000000,68320.00000000,+42.7781441,-071.0822135,10286029.67000000,236.13470000,4789,2305,0057085,53629,0003098,0053629,9.55607246962e+005,4.19904439478e+003,
25,009,223100,25009223100,2231,Census Tract 2231,G5020,44825856.00000000,15881164.00000000,+42.6929474,-070.8071796,493573405.97000003,11330.88630000,3880,1911,0056903,53447,0003053,0053447,4.58546531357e+007,1.75371104268e+005,
25,009,214100,25009214100,2141,Census Tract 2141,G5020,30880674.00000000,2324542.00000000,+42.6413794,-070.9434401,357412022.26999998,8205.05100000,6089,2176,0056798,53342,0003029,0053342,3.32047962890e+007,3.13147140670e+004,
25,009,264100,25009264100,2641,Census Tract 2641,G5020,23008816.00000000,1330583.00000000,+42.7539000,-071.0159351,261991835.37000000,6014.50490000,6459,2439,0057147,53691,0003114,0053691,2.43399352907e+007,2.39895990227e+004,
25,009,254200,25009254200,2542,Census Tract 2542,G5020,3163764.00000000,26656.00000000,+42.6576917,-071.1345104,34340985.71000000,788.36060000,5018,1941,0057064,53608,0003092,0053608,3.19039473180e+006,9.40813044054e+003,
25,009,254402,25009254402,2544.02,Census Tract 2544.02,G5020,27339430.00000000,1796400.00000000,+42.6670895,-071.2067947,313612375.91000003,7199.54950000,6713,2470,0057077,53621,0003096,0053621,2.91356595713e+007,2.77119167512e+004,
25,009,253205,25009253205,2532.05,Census Tract 2532.05,G5020,17443061.00000000,175727.00000000,+42.6641416,-071.0526824,189645249.87000000,4353.65590000,4345,1328,0057055,53599,0003090,0053599,1.76186907698e+007,2.13011397668e+004,
25,027,719100,25027719100,7191,Census Tract 7191,G5020,79343448.00000000,2761462.00000000,+42.4479238,-071.7760449,883719373.01999998,20287.40530000,7808,2965,0190015,171560,0004089,0171560,8.21005445690e+007,3.90228591934e+004,
25,027,728100,25027728100,7281,Census Tract 7281,G5020,35700813.00000000,2374328.00000000,+42.3281705,-071.8835053,409808849.32999998,9407.91670000,4126,1561,0190064,171609,0004100,0171609,3.80726402474e+007,3.00341261289e+004,
25,027,707500,25027707500,7075,Census Tract 7075,G5020,27892816.00000000,1085183.00000000,+42.5877741,-071.9724291,311907929.31000000,7160.42080000,5958,2125,0189891,171436,0004059,0171436,2.89773107730e+007,2.50579699449e+004,
25,027,703300,25027703300,7033,Census Tract 7033,G5020,46400040.00000000,1678470.00000000,+42.5740741,-072.2134794,517495203.06999999,11880.05520000,3703,1643,0189862,171407,0004051,0171407,4.80770698699e+007,4.28205615004e+004,
25,027,729200,25027729200,7292,Census Tract 7292,G5020,5238128.00000000,0.00000000,+42.3499075,-071.7895645,56378957.74000000,1294.28280000,2672,1149,0190085,171630,0004105,0171630,5.23779752051e+006,1.25808723495e+004,
25,017,370102,25017370102,3701.02,Census Tract 3701.02,G5020,2221624.00000000,76993.00000000,+42.3670818,-071.2007488,24740409.14000000,567.96160000,6751,3472,0102997,107426,0003550,0107426,2.29846838265e+006,9.10410489095e+003,
25,017,368600,25017368600,3686,Census Tract 3686,G5020,1085633.00000000,138122.00000000,+42.3624317,-071.2404818,13171546.79000000,302.37710000,5196,2480,0102960,107389,0003542,0107389,1.22368162770e+006,6.32406038124e+003,
25,017,336402,25017336402,3364.02,Census Tract 3364.02,G5020,1125240.00000000,266.00000000,+42.4553453,-071.0717849,12114154.74000000,278.10270000,4557,2159,0102293,106722,0003399,0106722,1.12544631379e+006,4.64983091090e+003,
25,017,312501,25017312501,3125.01,Census Tract 3125.01,G5020,1916807.00000000,197354.00000000,+42.6488296,-071.2821730,22756296.68000000,522.41270000,4464,1791,0101898,106327,0003312,0106327,2.11413756670e+006,9.21531987100e+003,
25,017,312502,25017312502,3125.02,Census Tract 3125.02,G5020,2012126.00000000,2897.00000000,+42.6372608,-071.2843929,21689193.78000000,497.91540000,3960,1694,0101902,106331,0003313,0106331,2.01500013427e+006,6.68531172472e+003,
25,027,730802,25027730802,7308.02,Census Tract 7308.02,G5020,1046315.00000000,0.00000000,+42.2728831,-071.8270582,11261627.18000000,258.53140000,2046,855,0190137,171682,0004115,0171682,1.04624357834e+006,8.15707662072e+003,
25,027,733102,25027733102,7331.02,Census Tract 7331.02,G5020,1637409.00000000,133660.00000000,+42.2369961,-071.8500554,19062189.20000000,437.60760000,2224,944,0190279,171824,0004149,0171824,1.77094243119e+006,7.98650783234e+003,
25,027,730901,25027730901,7309.01,Census Tract 7309.01,G5020,1226525.00000000,0.00000000,+42.2702880,-071.8354126,13201228.29000000,303.05850000,3404,1503,0190140,171685,0004116,0171685,1.22643915270e+006,4.49105279265e+003,
25,027,731500,25027731500,7315,Census Tract 7315,G5020,608884.00000000,0.00000000,+42.2630201,-071.8137677,6553485.41000000,150.44730000,5174,2136,0190184,171729,0004127,0171729,6.08841171182e+005,3.55700333423e+003,
25,017,363202,25017363202,3632.02,Census Tract 3632.02,G5020,6165184.00000000,43776.00000000,+42.4792930,-071.4668529,66829268.97000000,1534.18890000,3462,1282,0102878,107307,0003525,0107307,6.20866709722e+006,1.11346259790e+004,
25,017,364101,25017364101,3641.01,Census Tract 3641.01,G5020,5038697.00000000,201644.00000000,+42.4374587,-071.4622486,56403310.08000000,1294.84180000,5266,2361,0102882,107311,0003526,0107311,5.24005989130e+006,1.08531463305e+004,
25,017,364102,25017364102,3641.02,Census Tract 3641.02,G5020,8463517.00000000,205431.00000000,+42.4197794,-071.4509538,93306115.45000000,2142.01370000,4840,2086,0102886,107315,0003527,0107315,8.66845640921e+006,1.29796932381e+004,
25,027,727100,25027727100,7271,Census Tract 7271,G5020,38049457.00000000,1981773.00000000,+42.3116934,-071.9402820,430861902.36000001,9891.22820000,4806,1599,0190060,171605,0004099,0171605,4.00285405652e+007,3.14729476324e+004,
25,027,755100,25027755100,7551,Census Tract 7551,G5020,3059227.00000000,359291.00000000,+42.0479936,-071.8938698,36794153.07000000,844.67750000,3300,1556,0190498,172045,0004201,0172045,3.41830233210e+006,1.06067849766e+004,
25,017,356701,25017356701,3567.01,Census Tract 3567.01,G5020,1139315.00000000,3605.00000000,+42.4083786,-071.1438162,12301562.55000000,282.40500000,5844,3184,0102747,107176,0003497,0107176,1.14285711266e+006,6.17479567271e+003,
25,017,388300,25017388300,3883,Census Tract 3883,G5020,694737.00000000,177670.00000000,+42.6499167,-071.3185405,9390383.15000000,215.57350000,5420,1929,0103239,107668,0003603,0107668,8.72398629717e+005,4.71981345519e+003,
25,017,313101,25017313101,3131.01,Census Tract 3131.01,G5020,28791016.00000000,1788528.00000000,+42.6589824,-071.4518510,329151970.48000002,7556.28950000,5488,2033,0101906,106335,0003314,0106335,3.05793409081e+007,3.76393582380e+004,
25,017,313102,25017313102,3131.02,Census Tract 3131.02,G5020,14655597.00000000,1606035.00000000,+42.6791203,-071.3944905,175037789.11000001,4018.31470000,5804,2173,0101910,106339,0003315,0106339,1.62616077103e+007,2.18451496855e+004,
25,017,314101,25017314101,3141.01,Census Tract 3141.01,G5020,8097568.00000000,558279.00000000,+42.6775164,-071.3627128,93170169.73000000,2138.89280000,6055,2232,0101915,106344,0003316,0106344,8.65582666257e+006,1.45963764211e+004,
25,017,314102,25017314102,3141.02,Census Tract 3141.02,G5020,6342927.00000000,290770.00000000,+42.6799274,-071.3414410,71404169.78000000,1639.21420000,7223,2972,0101919,106348,0003317,0106348,6.63369100977e+006,1.23546978950e+004,
25,017,365100,25017365100,3651,Census Tract 3651,G5020,30456898.00000000,746740.00000000,+42.4050630,-071.4125646,335852228.27999997,7710.10630000,7732,2508,0102891,107320,0003528,0107320,3.12018178356e+007,2.80004330137e+004,
25,017,365201,25017365201,3652.01,Census Tract 3652.01,G5020,14995959.00000000,157226.00000000,+42.3746930,-071.4326542,163096800.33000001,3744.18730000,5607,1896,0102896,107325,0003529,0107325,1.51522491609e+007,2.06676047502e+004,
25,017,365202,25017365202,3652.02,Census Tract 3652.02,G5020,17400695.00000000,340417.00000000,+42.3543267,-071.4450462,190950861.46000001,4383.62860000,4320,1547,0102901,107330,0003530,0107330,1.77399864444e+007,2.08994610710e+004,
25,017,388200,25017388200,3882,Census Tract 3882,G5020,39526830.00000000,204034.00000000,+42.5736544,-071.6409862,427645550.69000000,9817.39100000,7211,2427,0103235,107664,0003602,0107664,3.97297306452e+007,3.51102390754e+004,
25,017,980000,25017980000,9800,Census Tract 9800,G5020,3842440.00000000,16212.00000000,+42.4099153,-071.4818809,41531631.92000000,953.43510000,0,0,0103244,107673,0003604,0107673,3.85843034725e+006,8.27874445752e+003,
25,017,370201,25017370201,3702.01,Census Tract 3702.01,G5020,1299896.00000000,0.00000000,+42.3735780,-071.1700572,13991004.00000000,321.18930000,3757,1887,0103003,107432,0003551,0107432,1.29981200587e+006,5.13380365135e+003,
25,017,342101,25017342101,3421.01,Census Tract 3421.01,G5020,619844.00000000,0.00000000,+42.4109347,-071.0395480,6671560.92000000,153.15800000,4457,1663,0102468,106897,0003433,0106897,6.19810776278e+005,3.51032624875e+003,
25,017,342201,25017342201,3422.01,Census Tract 3422.01,G5020,519545.00000000,0.00000000,+42.4157258,-071.0535828,5591971.49000000,128.37400000,5268,2062,0102478,106907,0003435,0106907,5.19513214966e+005,2.85556696419e+003,
25,017,339801,25017339801,3398.01,Census Tract 3398.01,G5020,1163934.00000000,196139.00000000,+42.4063103,-071.0796304,12529162.19000000,287.63000000,4410,2370,0102379,106808,0003417,0106808,1.16400190724e+006,6.12037020216e+003,
25,017,314200,25017314200,3142,Census Tract 3142,G5020,7378842.00000000,137508.00000000,+42.6822625,-071.3168388,80904901.97000000,1857.32100000,5233,2081,0101925,106354,0003318,0106354,7.51634137068e+006,1.18911452693e+004,
25,017,314301,25017314301,3143.01,Census Tract 3143.01,G5020,15298888.00000000,525595.00000000,+42.6790421,-071.2787734,170332198.56000000,3910.28920000,8011,3140,0101929,106358,0003319,0106358,1.58244423816e+007,2.19846650743e+004,
25,017,314302,25017314302,3143.02,Census Tract 3143.02,G5020,16324848.00000000,439738.00000000,+42.6935520,-071.2566101,180452637.38000000,4142.62250000,2935,926,0101935,106364,0003320,0106364,1.67646656915e+007,2.04340767674e+004,
25,027,728200,25027728200,7282,Census Tract 7282,G5020,4164869.00000000,0.00000000,+42.3278132,-071.8209449,44827119.83000000,1029.08910000,3713,1455,0190068,171613,0004101,0171613,4.16459238884e+006,1.06065463600e+004,
25,017,366100,25017366100,3661,Census Tract 3661,G5020,5952491.00000000,878765.00000000,+42.3249648,-071.3669754,73525830.18000001,1687.92080000,4697,1859,0102905,107334,0003531,0107334,6.83080048936e+006,1.44113287538e+004,
25,017,367100,25017367100,3671,Census Tract 3671,G5020,14693256.00000000,173883.00000000,+42.3850421,-071.3014635,160018262.53999999,3673.51380000,3959,1456,0102918,107347,0003534,0107347,1.48662426296e+007,1.66610873273e+004,
25,017,367200,25017367200,3672,Census Tract 3672,G5020,28881545.00000000,1143034.00000000,+42.3449860,-071.2949471,323159768.49000001,7418.72750000,7302,2552,0102923,107352,0003535,0107352,3.00226449894e+007,2.38160270625e+004,
25,017,339100,25017339100,3391,Census Tract 3391,G5020,7079705.00000000,506016.00000000,+42.4413687,-071.1123460,81647327.95999999,1874.36470000,6442,3024,0102340,106769,0003410,0106769,7.58531534041e+006,1.43228695962e+004,
25,017,341800,25017341800,3418,Census Tract 3418,G5020,1405686.00000000,0.00000000,+42.4280094,-071.0483767,15129720.59000000,347.33060000,6554,2633,0102451,106880,0003430,0106880,1.40560263221e+006,5.21399076269e+003,
25,017,341700,25017341700,3417,Census Tract 3417,G5020,1096799.00000000,0.00000000,+42.4362513,-071.0476688,11805208.71000000,271.01030000,5298,2191,0102445,106874,0003429,0106874,1.09674416557e+006,5.74692731080e+003,
25,017,341600,25017341600,3416,Census Tract 3416,G5020,1522517.00000000,5537.00000000,+42.4359325,-071.0593047,16446815.76000000,377.56690000,6564,2750,0102438,106867,0003428,0106867,1.52796530305e+006,5.90297503702e+003,
25,017,385100,25017385100,3851,Census Tract 3851,G5020,17357954.00000000,579057.00000000,+42.2763602,-071.4822848,193058141.86000001,4432.00510000,6717,2474,0103201,107630,0003594,0107630,1.79357600324e+007,1.96388469527e+004,
25,017,386100,25017386100,3861,Census Tract 3861,G5020,40966896.00000000,961380.00000000,+42.2335699,-071.3746897,451278584.64999998,10359.93080000,4119,1495,0103213,107642,0003597,0107642,4.19253201088e+007,3.04287895305e+004,
25,017,387100,25017387100,3871,Census Tract 3871,G5020,15814565.00000000,670563.00000000,+42.1909413,-071.4263168,177431141.38999999,4073.25850000,4257,1576,0103217,107646,0003598,0107646,1.64839583192e+007,2.56490119487e+004,
25,017,387201,25017387201,3872.01,Census Tract 3872.01,G5020,12965943.00000000,162093.00000000,+42.2180228,-071.4328201,141298471.55000001,3243.76660000,5464,2141,0103222,107651,0003599,0107651,1.31271101909e+007,1.62512512815e+004,
25,027,706100,25027706100,7061,Census Tract 7061,G5020,106373488.00000000,2406515.00000000,+42.4895983,-072.0028783,1170839245.81999990,26878.77060000,4382,1662,0189874,171419,0004054,0171419,1.08774960534e+008,4.22438405001e+004,
25,027,732901,25027732901,7329.01,Census Tract 7329.01,G5020,4906356.00000000,59352.00000000,+42.2261182,-071.7990704,53446495.92000000,1226.96270000,6592,2965,0190264,171809,0004145,0171809,4.96536182647e+006,1.27331663297e+004,
25,027,732201,25027732201,7322.01,Census Tract 7322.01,G5020,1409605.00000000,184854.00000000,+42.2672651,-071.7590113,17161354.79000000,393.97050000,2820,1510,0190218,171763,0004134,0171763,1.59434841334e+006,6.33107238435e+003,
25,027,732700,25027732700,7327,Census Tract 7327,G5020,856138.00000000,921.00000000,+42.2420846,-071.7927394,9224617.85000000,211.76810000,3938,1849,0190252,171797,0004142,0171797,8.56998475309e+005,5.59867781681e+003,
25,017,328100,25017328100,3281,Census Tract 3281,G5020,42620556.00000000,784744.00000000,+42.6760778,-071.5005167,467208044.56000000,10725.62090000,3179,1098,0102137,106566,0003368,0106566,4.34052212371e+007,3.06463633159e+004,
25,017,341500,25017341500,3415,Census Tract 3415,G5020,640335.00000000,0.00000000,+42.4247497,-071.0590124,6892068.99000000,158.22010000,4780,1790,0102432,106861,0003427,0106861,6.40296714264e+005,4.29612725471e+003,
25,017,341400,25017341400,3414,Census Tract 3414,G5020,973307.00000000,24266.00000000,+42.4189957,-071.0665338,10737120.67000000,246.49040000,6212,2451,0102426,106855,0003426,0106855,9.97515150415e+005,4.99921096169e+003,
25,027,747102,25027747102,7471.02,Census Tract 7471.02,G5020,13939849.00000000,231389.00000000,+42.0402242,-071.5501487,152527709.94999999,3501.55440000,3916,1561,0190436,171983,0004185,0171983,1.41703445994e+007,1.76859425945e+004,
25,027,742401,25027742401,7424.01,Census Tract 7424.01,G5020,13794632.00000000,219088.00000000,+42.2427977,-071.6214942,150831236.91000000,3462.60870000,5421,1789,0190389,171936,0004174,0171936,1.40127365554e+007,1.72467305591e+004,
25,027,741102,25027741102,7411.02,Census Tract 7411.02,G5020,20263247.00000000,423562.00000000,+42.3008730,-071.5474127,222654999.88000000,5111.45550000,5289,1749,0190378,171925,0004172,0171925,2.06854091566e+007,2.09664933792e+004,
